"
"
""
CAD technician
mapping technician
survey technician
instrument operator
survey party chief
survey crew chief
instrument man
GIS analyst
GIS specialist
GIS analyst
GIS analyst
GIS specialist
GIS manager
GIS administrator
GIS coordinator
geologist
geophysicist
geoscientist
project geologist
"Sources: occupation titles, educational attainment and reported job titles: O*Net. Median annual wage: Emsi, 2017, Q1."
